# BUSCO version is: 4.0.6 
# The lineage dataset is: metazoa_odb10 (Creation date: 2019-11-20, number of species: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
139188at33208a	Duplicated	transcript_110894	572.4	605
139188at33208a	Duplicated	transcript_107495	571.9	605
139188at33208a	Duplicated	transcript_111040	568.1	608
143619at33208a	Duplicated	transcript_114143	257.5	295
143619at33208a	Duplicated	transcript_109869	257.2	295
143619at33208a	Duplicated	transcript_107589	256.9	295
143997at33208a	Missing
146671at33208a	Duplicated	transcript_75700	851.1	704
146671at33208a	Duplicated	transcript_82083	851.1	704
146671at33208a	Duplicated	transcript_85299	835.7	687
147873at33208a	Complete	transcript_107114	831.6	572
148067at33208a	Complete	transcript_116553	223.6	454
148325at33208a	Complete	transcript_121797	274.2	275
152327at33208a	Duplicated	transcript_116764	314.8	351
152327at33208a	Duplicated	transcript_107126	314.2	351
152977at33208a	Duplicated	transcript_90901	411.8	471
152977at33208a	Duplicated	transcript_15402	396.4	507
152977at33208a	Duplicated	transcript_94067	389.0	451
153034at33208a	Duplicated	transcript_123154	636.1	501
153034at33208a	Duplicated	transcript_118784	635.8	501
153034at33208a	Duplicated	transcript_119553	635.7	501
157109at33208a	Missing
157138at33208a	Missing
158845at33208a	Duplicated	transcript_115364	194.8	417
158845at33208a	Duplicated	transcript_114656	194.7	417
158845at33208a	Duplicated	transcript_112030	194.5	417
158962at33208a	Complete	transcript_112257	596.1	561
162821at33208a	Duplicated	transcript_98708	543.1	410
162821at33208a	Duplicated	transcript_90854	542.8	410
162821at33208a	Duplicated	transcript_86646	542.6	410
164767at33208a	Missing
166097at33208a	Duplicated	transcript_106748	677.3	491
166097at33208a	Duplicated	transcript_105198	675.0	491
166097at33208a	Duplicated	transcript_113151	654.5	469
168850at33208a	Missing
168924at33208a	Duplicated	transcript_82293	488.6	559
168924at33208a	Duplicated	transcript_81801	488.3	559
168924at33208a	Duplicated	transcript_78371	488.2	559
169864at33208a	Missing
172677at33208a	Duplicated	transcript_103243	110.8	171
172677at33208a	Duplicated	transcript_101557	110.6	171
172677at33208a	Duplicated	transcript_100663	110.5	171
176247at33208a	Complete	transcript_122744	339.0	323
177718at33208a	Missing
177858at33208a	Duplicated	transcript_111301	864.1	583
177858at33208a	Duplicated	transcript_119050	745.8	516
178537at33208a	Duplicated	transcript_125240	935.6	465
178537at33208a	Duplicated	transcript_116598	934.9	465
178537at33208a	Duplicated	transcript_98736	933.9	465
179485at33208a	Missing
180808at33208a	Duplicated	transcript_104503	741.2	480
180808at33208a	Duplicated	transcript_99719	740.9	480
180808at33208a	Duplicated	transcript_95840	740.7	480
182834at33208a	Duplicated	transcript_111093	402.2	489
182834at33208a	Duplicated	transcript_127006	398.3	422
184508at33208a	Fragmented	transcript_76105	134.1	169
184717at33208a	Duplicated	transcript_48646	890.8	510
184717at33208a	Duplicated	transcript_43609	800.0	464
186208at33208a	Duplicated	transcript_88812	967.9	634
186208at33208a	Duplicated	transcript_92990	945.6	617
186208at33208a	Duplicated	transcript_96090	901.2	654
186707at33208a	Missing
187280at33208a	Duplicated	transcript_110324	706.4	518
187280at33208a	Duplicated	transcript_109368	706.3	518
187280at33208a	Duplicated	transcript_108378	706.2	518
189414at33208a	Duplicated	transcript_101469	113.8	343
189414at33208a	Duplicated	transcript_100705	113.8	343
190726at33208a	Duplicated	transcript_123578	528.8	393
190726at33208a	Duplicated	transcript_128421	517.0	385
190726at33208a	Duplicated	transcript_125526	482.2	394
191938at33208a	Missing
192250at33208a	Missing
194754at33208a	Duplicated	transcript_96891	1061.0	773
194754at33208a	Duplicated	transcript_95055	1060.9	773
194754at33208a	Duplicated	transcript_94418	1060.8	773
195986at33208a	Fragmented	transcript_63239	484.1	274
196950at33208a	Duplicated	transcript_115073	457.6	586
196950at33208a	Duplicated	transcript_105992	456.5	582
196950at33208a	Duplicated	transcript_120880	441.1	537
197549at33208a	Complete	transcript_103159	68.4	334
197652at33208a	Duplicated	transcript_127552	712.0	436
197652at33208a	Duplicated	transcript_126434	711.9	436
200997at33208a	Missing
201397at33208a	Missing
202545at33208a	Duplicated	transcript_107667	375.0	443
202545at33208a	Duplicated	transcript_102133	374.4	443
202545at33208a	Duplicated	transcript_110893	372.7	436
203128at33208a	Complete	transcript_123730	856.9	438
203698at33208a	Complete	transcript_99660	758.1	625
205220at33208a	Duplicated	transcript_104100	636.0	638
205220at33208a	Duplicated	transcript_94806	635.3	638
206786at33208a	Duplicated	transcript_131726	400.4	371
206786at33208a	Duplicated	transcript_129632	400.0	371
206858at33208a	Missing
207599at33208a	Complete	transcript_67438	401.0	372
208219at33208a	Missing
210614at33208a	Missing
212972at33208a	Missing
214788at33208a	Duplicated	transcript_112446	486.1	518
214788at33208a	Duplicated	transcript_112931	486.1	518
214788at33208a	Duplicated	transcript_111048	485.8	518
215654at33208a	Complete	transcript_126864	537.0	408
216257at33208a	Missing
216563at33208a	Fragmented	transcript_132119	60.7	134
218441at33208a	Fragmented	transcript_37013	40.8	57
219795at33208a	Duplicated	transcript_89362	390.1	518
219795at33208a	Duplicated	transcript_94084	390.1	518
219795at33208a	Duplicated	transcript_71041	388.9	518
219856at33208a	Duplicated	transcript_127033	597.9	394
219856at33208a	Duplicated	transcript_55238	596.1	394
219856at33208a	Duplicated	transcript_54311	596.0	394
222489at33208a	Duplicated	transcript_131648	639.3	367
222489at33208a	Duplicated	transcript_123746	638.1	367
223234at33208a	Missing
224280at33208a	Complete	transcript_93212	773.3	439
226335at33208a	Duplicated	transcript_46627	586.7	364
226335at33208a	Duplicated	transcript_40056	585.2	363
226335at33208a	Duplicated	transcript_125903	576.0	356
226941at33208a	Duplicated	transcript_111922	458.5	442
226941at33208a	Duplicated	transcript_107980	458.3	443
227087at33208a	Missing
227453at33208a	Missing
227979at33208a	Missing
231157at33208a	Complete	transcript_114301	482.8	429
231700at33208a	Duplicated	transcript_96816	163.7	443
231700at33208a	Duplicated	transcript_88632	161.6	480
231700at33208a	Duplicated	transcript_89497	161.6	480
234290at33208a	Duplicated	transcript_114468	440.0	468
234290at33208a	Duplicated	transcript_108026	439.6	468
235149at33208a	Duplicated	transcript_116432	312.5	388
235149at33208a	Duplicated	transcript_122662	304.2	371
235149at33208a	Duplicated	transcript_128072	273.2	340
235430at33208a	Missing
235458at33208a	Duplicated	transcript_120693	324.7	360
235458at33208a	Duplicated	transcript_58751	319.6	360
235458at33208a	Duplicated	transcript_57048	313.2	329
239016at33208a	Missing
239149at33208a	Missing
239597at33208a	Duplicated	transcript_110247	348.4	509
239597at33208a	Duplicated	transcript_95493	346.9	509
239597at33208a	Duplicated	transcript_93166	346.8	509
240437at33208a	Duplicated	transcript_134096	336.8	238
240437at33208a	Duplicated	transcript_74371	333.3	237
244863at33208a	Duplicated	transcript_102764	337.1	468
244863at33208a	Duplicated	transcript_103301	333.4	468
245482at33208a	Missing
245567at33208a	Missing
246241at33208a	Missing
247183at33208a	Duplicated	transcript_101788	769.9	594
247183at33208a	Duplicated	transcript_107629	769.8	594
247183at33208a	Duplicated	transcript_99763	769.3	594
247905at33208a	Missing
249486at33208a	Missing
251076at33208a	Complete	transcript_61553	534.5	307
251577at33208a	Complete	transcript_133665	114.2	175
255117at33208a	Complete	transcript_80215	702.1	723
255242at33208a	Missing
255924at33208a	Complete	transcript_112411	540.8	392
257141at33208a	Missing
257339at33208a	Duplicated	transcript_130754	217.0	304
257339at33208a	Duplicated	transcript_61847	215.6	290
257339at33208a	Duplicated	transcript_55730	215.3	290
259581at33208a	Duplicated	transcript_115303	101.6	318
259581at33208a	Duplicated	transcript_119147	101.6	318
260752at33208a	Missing
261284at33208a	Missing
261614at33208a	Missing
262757at33208a	Missing
266460at33208a	Duplicated	transcript_127317	519.0	466
266460at33208a	Duplicated	transcript_125335	518.4	466
266460at33208a	Duplicated	transcript_119797	517.7	466
266469at33208a	Missing
266808at33208a	Complete	transcript_132310	521.2	351
267439at33208a	Missing
268134at33208a	Complete	transcript_131060	308.7	234
268397at33208a	Missing
270594at33208a	Duplicated	transcript_112300	525.3	516
270594at33208a	Duplicated	transcript_116113	525.1	515
270594at33208a	Duplicated	transcript_119789	494.2	473
271297at33208a	Missing
271742at33208a	Missing
272605at33208a	Missing
273040at33208a	Missing
273367at33208a	Missing
273989at33208a	Duplicated	transcript_125011	484.1	494
273989at33208a	Duplicated	transcript_129004	448.9	443
274044at33208a	Missing
274064at33208a	Complete	transcript_120544	301.5	273
274769at33208a	Missing
274992at33208a	Complete	transcript_118118	632.5	355
277935at33208a	Missing
278227at33208a	Missing
279631at33208a	Missing
279992at33208a	Duplicated	transcript_112565	276.8	304
279992at33208a	Duplicated	transcript_108452	276.6	305
279992at33208a	Duplicated	transcript_101320	275.9	304
280914at33208a	Complete	transcript_89084	183.2	456
281304at33208a	Missing
281693at33208a	Missing
283637at33208a	Complete	transcript_133280	571.2	357
284059at33208a	Missing
285146at33208a	Missing
285902at33208a	Complete	transcript_120083	232.4	362
285966at33208a	Complete	transcript_121816	279.9	335
286553at33208a	Duplicated	transcript_126340	231.2	258
286553at33208a	Duplicated	transcript_113088	230.2	261
286553at33208a	Duplicated	transcript_99633	228.5	248
289235at33208a	Missing
289928at33208a	Duplicated	transcript_123744	280.4	324
289928at33208a	Duplicated	transcript_120808	279.8	324
289928at33208a	Duplicated	transcript_96113	268.1	357
291505at33208a	Complete	transcript_114820	469.3	435
291875at33208a	Missing
295556at33208a	Missing
295775at33208a	Missing
300303at33208a	Duplicated	transcript_114674	199.8	388
300303at33208a	Duplicated	transcript_115621	199.7	388
300303at33208a	Duplicated	transcript_99801	198.3	388
301572at33208a	Duplicated	transcript_130691	506.3	393
301572at33208a	Duplicated	transcript_130018	506.1	393
301572at33208a	Duplicated	transcript_130099	502.0	375
302186at33208a	Missing
302279at33208a	Missing
302921at33208a	Fragmented	transcript_115679	52.5	139
303117at33208a	Missing
304388at33208a	Missing
305260at33208a	Missing
306101at33208a	Missing
307109at33208a	Duplicated	transcript_127432	393.6	342
307109at33208a	Duplicated	transcript_130578	377.6	325
307109at33208a	Duplicated	transcript_132773	345.6	284
308610at33208a	Duplicated	transcript_128678	512.6	363
308610at33208a	Duplicated	transcript_132674	472.3	331
311438at33208a	Missing
311758at33208a	Missing
311761at33208a	Fragmented	transcript_134631	183.3	211
312577at33208a	Missing
313091at33208a	Duplicated	transcript_133240	281.1	251
313091at33208a	Duplicated	transcript_82790	244.5	246
315044at33208a	Missing
315393at33208a	Duplicated	transcript_55544	275.3	335
315393at33208a	Duplicated	transcript_28919	274.7	334
317470at33208a	Complete	transcript_129790	340.1	317
318483at33208a	Complete	transcript_118467	395.5	334
318532at33208a	Complete	transcript_124531	593.7	336
319574at33208a	Complete	transcript_133138	247.0	245
320390at33208a	Missing
321332at33208a	Missing
323399at33208a	Missing
323473at33208a	Missing
324249at33208a	Complete	transcript_127615	129.0	277
325183at33208a	Duplicated	transcript_126863	574.8	345
325183at33208a	Duplicated	transcript_62912	572.1	345
325183at33208a	Duplicated	transcript_41035	571.6	345
327301at33208a	Missing
331112at33208a	Complete	transcript_127761	416.8	328
331186at33208a	Missing
332870at33208a	Missing
333062at33208a	Complete	transcript_129085	410.6	326
333800at33208a	Complete	transcript_92141	325.2	489
334272at33208a	Fragmented	transcript_77576	93.8	80
334331at33208a	Complete	transcript_112644	437.7	460
334336at33208a	Duplicated	transcript_104221	446.8	450
334336at33208a	Duplicated	transcript_100421	446.4	450
334336at33208a	Duplicated	transcript_107522	406.8	416
334342at33208a	Missing
334764at33208a	Duplicated	transcript_129864	306.1	294
334764at33208a	Duplicated	transcript_129232	297.8	264
334820at33208a	Missing
335107at33208a	Missing
336647at33208a	Missing
338191at33208a	Complete	transcript_119823	724.6	483
338482at33208a	Duplicated	transcript_88800	284.3	361
338482at33208a	Duplicated	transcript_120971	281.4	417
339127at33208a	Duplicated	transcript_117763	281.9	459
339127at33208a	Duplicated	transcript_120907	279.5	439
339127at33208a	Duplicated	transcript_40155	255.4	565
339319at33208a	Complete	transcript_115719	125.1	194
340558at33208a	Duplicated	transcript_133549	241.1	308
340558at33208a	Duplicated	transcript_131578	240.7	308
340558at33208a	Duplicated	transcript_113737	238.5	308
340577at33208a	Complete	transcript_121267	471.6	482
344338at33208a	Duplicated	transcript_101378	341.5	312
344338at33208a	Duplicated	transcript_91638	341.0	312
344346at33208a	Complete	transcript_128127	124.6	275
344442at33208a	Missing
344581at33208a	Missing
344611at33208a	Complete	transcript_134179	58.5	171
345099at33208a	Missing
345959at33208a	Missing
346541at33208a	Duplicated	transcript_116548	335.0	420
346541at33208a	Duplicated	transcript_113144	334.5	420
346541at33208a	Duplicated	transcript_79714	322.4	355
347600at33208a	Duplicated	transcript_118527	413.0	270
347600at33208a	Duplicated	transcript_116735	412.8	270
347600at33208a	Duplicated	transcript_114320	412.7	270
348449at33208a	Missing
348544at33208a	Duplicated	transcript_109422	332.5	308
348544at33208a	Duplicated	transcript_104612	332.3	308
348761at33208a	Complete	transcript_127945	189.9	225
349064at33208a	Duplicated	transcript_132170	388.2	297
349064at33208a	Duplicated	transcript_114359	386.9	280
349064at33208a	Duplicated	transcript_108904	386.6	280
349627at33208a	Duplicated	transcript_133290	155.2	287
349627at33208a	Duplicated	transcript_120306	152.7	287
349627at33208a	Duplicated	transcript_118126	152.0	287
351226at33208a	Missing
352600at33208a	Missing
352854at33208a	Duplicated	transcript_116157	488.5	357
352854at33208a	Duplicated	transcript_112133	488.2	357
352854at33208a	Duplicated	transcript_97105	487.4	357
353286at33208a	Fragmented	transcript_128810	244.0	216
353768at33208a	Duplicated	transcript_132124	262.4	352
353768at33208a	Duplicated	transcript_134204	249.6	304
354829at33208a	Missing
354949at33208a	Missing
355210at33208a	Missing
355739at33208a	Missing
356175at33208a	Missing
356334at33208a	Missing
356503at33208a	Duplicated	transcript_127627	347.7	285
356503at33208a	Duplicated	transcript_128656	347.4	285
357580at33208a	Complete	transcript_118818	342.0	252
359075at33208a	Missing
359324at33208a	Missing
359369at33208a	Duplicated	transcript_135151	252.7	251
359369at33208a	Duplicated	transcript_60867	248.9	251
359532at33208a	Missing
360379at33208a	Missing
360753at33208a	Missing
361100at33208a	Missing
361203at33208a	Missing
361216at33208a	Missing
363634at33208a	Missing
363840at33208a	Missing
363851at33208a	Complete	transcript_123445	303.2	273
364383at33208a	Complete	transcript_129994	420.0	316
364694at33208a	Missing
365323at33208a	Missing
365561at33208a	Complete	transcript_133444	485.4	358
365691at33208a	Missing
366124at33208a	Missing
366814at33208a	Missing
366936at33208a	Duplicated	transcript_132972	277.4	217
366936at33208a	Duplicated	transcript_126860	276.8	217
366936at33208a	Duplicated	transcript_117911	251.0	212
367493at33208a	Missing
367551at33208a	Duplicated	transcript_129312	533.4	372
367551at33208a	Duplicated	transcript_126408	518.1	359
367596at33208a	Fragmented	transcript_80548	240.2	308
367957at33208a	Complete	transcript_124197	367.4	344
368565at33208a	Duplicated	transcript_127014	502.9	329
368565at33208a	Duplicated	transcript_126436	502.7	329
368565at33208a	Duplicated	transcript_121185	459.4	275
368670at33208a	Complete	transcript_25154	147.4	159
368875at33208a	Missing
371241at33208a	Complete	transcript_128786	210.2	175
371297at33208a	Complete	transcript_128966	542.2	328
371526at33208a	Duplicated	transcript_125856	410.5	235
371526at33208a	Duplicated	transcript_88667	409.0	235
371526at33208a	Duplicated	transcript_63333	408.4	235
372257at33208a	Missing
372707at33208a	Duplicated	transcript_99610	322.7	245
372707at33208a	Duplicated	transcript_134013	321.9	232
372707at33208a	Duplicated	transcript_51633	320.7	245
373040at33208a	Fragmented	transcript_92598	339.5	186
376982at33208a	Complete	transcript_133566	455.4	251
378033at33208a	Duplicated	transcript_112325	272.2	405
378033at33208a	Duplicated	transcript_110164	272.0	405
378033at33208a	Duplicated	transcript_110032	271.9	405
378316at33208a	Complete	transcript_21424	443.1	276
378768at33208a	Missing
378913at33208a	Duplicated	transcript_134793	186.3	149
378913at33208a	Duplicated	transcript_96394	185.3	149
378913at33208a	Duplicated	transcript_115313	182.7	149
379076at33208a	Missing
379636at33208a	Duplicated	transcript_129836	288.4	280
379636at33208a	Duplicated	transcript_129059	288.3	280
379636at33208a	Duplicated	transcript_80731	272.5	266
379771at33208a	Missing
380583at33208a	Complete	transcript_134740	375.2	271
381303at33208a	Missing
382000at33208a	Complete	transcript_108550	115.2	201
382262at33208a	Missing
382750at33208a	Fragmented	transcript_104331	108.0	206
383313at33208a	Missing
384187at33208a	Missing
386666at33208a	Missing
387079at33208a	Missing
387117at33208a	Complete	transcript_134225	185.5	213
387878at33208a	Missing
389367at33208a	Missing
389527at33208a	Duplicated	transcript_109095	610.9	566
389527at33208a	Duplicated	transcript_105867	610.7	566
389527at33208a	Duplicated	transcript_112225	610.4	566
389570at33208a	Duplicated	transcript_58248	406.1	320
389570at33208a	Duplicated	transcript_52799	405.9	320
389570at33208a	Duplicated	transcript_111072	397.9	315
389591at33208a	Missing
390192at33208a	Duplicated	transcript_123808	355.5	345
390192at33208a	Duplicated	transcript_35696	351.7	312
390402at33208a	Complete	transcript_134396	274.8	236
391896at33208a	Duplicated	transcript_128516	407.1	262
391896at33208a	Duplicated	transcript_125161	406.7	262
391896at33208a	Duplicated	transcript_90852	405.2	262
393219at33208a	Missing
393291at33208a	Missing
393419at33208a	Complete	transcript_115709	336.7	358
393895at33208a	Duplicated	transcript_124684	558.7	424
393895at33208a	Duplicated	transcript_121613	558.5	424
393895at33208a	Duplicated	transcript_121757	558.3	424
395147at33208a	Complete	transcript_126400	282.6	258
395183at33208a	Complete	transcript_134145	293.8	173
395556at33208a	Complete	transcript_83307	220.7	222
395919at33208a	Missing
395948at33208a	Duplicated	transcript_103271	189.9	368
395948at33208a	Duplicated	transcript_96386	188.7	365
395948at33208a	Duplicated	transcript_93610	188.5	365
396237at33208a	Missing
397019at33208a	Missing
397659at33208a	Missing
398013at33208a	Complete	transcript_128834	435.4	280
398202at33208a	Complete	transcript_121933	188.5	250
398607at33208a	Missing
399092at33208a	Complete	transcript_130536	110.8	161
399439at33208a	Missing
400042at33208a	Missing
401196at33208a	Fragmented	transcript_109649	58.2	111
401220at33208a	Complete	transcript_131809	214.0	343
401679at33208a	Missing
401779at33208a	Missing
403171at33208a	Missing
403817at33208a	Missing
404988at33208a	Duplicated	transcript_15668	189.7	400
404988at33208a	Duplicated	transcript_33921	189.5	404
405257at33208a	Duplicated	transcript_115459	226.6	355
405257at33208a	Duplicated	transcript_124369	206.6	288
406927at33208a	Missing
407472at33208a	Duplicated	transcript_128083	396.9	510
407472at33208a	Duplicated	transcript_127525	396.8	510
407472at33208a	Duplicated	transcript_131278	346.2	487
409006at33208a	Missing
409186at33208a	Missing
411515at33208a	Complete	transcript_95992	77.4	252
411664at33208a	Missing
411755at33208a	Missing
412370at33208a	Missing
412542at33208a	Missing
412930at33208a	Missing
413334at33208a	Missing
414001at33208a	Complete	transcript_133385	418.0	275
414571at33208a	Duplicated	transcript_12767	224.0	211
414571at33208a	Duplicated	transcript_12485	224.0	211
414579at33208a	Complete	transcript_45782	262.5	283
414603at33208a	Missing
415618at33208a	Missing
416175at33208a	Complete	transcript_93418	138.3	175
418979at33208a	Complete	transcript_133569	211.6	156
419502at33208a	Duplicated	transcript_135282	224.9	214
419502at33208a	Duplicated	transcript_131894	222.7	234
419502at33208a	Duplicated	transcript_98218	221.1	210
419914at33208a	Missing
421396at33208a	Complete	transcript_135410	344.7	238
421685at33208a	Missing
421732at33208a	Missing
422158at33208a	Missing
422751at33208a	Duplicated	transcript_128884	441.8	345
422751at33208a	Duplicated	transcript_129363	440.8	344
423799at33208a	Missing
423848at33208a	Duplicated	transcript_134268	115.2	209
423848at33208a	Duplicated	transcript_88030	111.8	209
423848at33208a	Duplicated	transcript_24776	107.4	209
424392at33208a	Missing
424569at33208a	Missing
424646at33208a	Missing
427349at33208a	Missing
427789at33208a	Complete	transcript_123954	458.0	390
428202at33208a	Duplicated	transcript_127785	496.2	350
428202at33208a	Duplicated	transcript_123742	495.5	350
428202at33208a	Duplicated	transcript_122421	495.4	350
428754at33208a	Missing
429011at33208a	Missing
429274at33208a	Missing
429751at33208a	Duplicated	transcript_120836	120.1	282
429751at33208a	Duplicated	transcript_115928	119.4	282
429751at33208a	Duplicated	transcript_61279	110.4	299
430701at33208a	Missing
432050at33208a	Complete	transcript_134781	376.3	243
432155at33208a	Duplicated	transcript_132330	141.2	148
432155at33208a	Duplicated	transcript_57847	139.9	148
432155at33208a	Duplicated	transcript_56348	137.4	147
432287at33208a	Missing
432522at33208a	Missing
433216at33208a	Complete	transcript_135177	290.2	256
433606at33208a	Complete	transcript_122938	138.4	166
434068at33208a	Complete	transcript_121534	441.5	376
434863at33208a	Duplicated	transcript_135505	295.3	240
434863at33208a	Duplicated	transcript_94086	291.5	240
434863at33208a	Duplicated	transcript_83401	291.2	240
435253at33208a	Missing
435678at33208a	Complete	transcript_127729	220.1	329
435921at33208a	Missing
435939at33208a	Missing
436007at33208a	Duplicated	transcript_112903	168.8	351
436007at33208a	Duplicated	transcript_107055	168.3	351
436098at33208a	Complete	transcript_124949	185.6	200
436539at33208a	Missing
437653at33208a	Missing
438133at33208a	Duplicated	transcript_134422	476.9	302
438133at33208a	Duplicated	transcript_134233	476.4	302
438133at33208a	Duplicated	transcript_135230	458.7	281
438433at33208a	Duplicated	transcript_130780	296.5	202
438433at33208a	Duplicated	transcript_73130	266.4	176
438453at33208a	Complete	transcript_133487	329.0	287
439736at33208a	Missing
440195at33208a	Missing
440493at33208a	Missing
441575at33208a	Duplicated	transcript_100889	489.2	599
441575at33208a	Duplicated	transcript_98207	488.9	599
441575at33208a	Duplicated	transcript_105263	488.5	599
442169at33208a	Missing
442203at33208a	Missing
442823at33208a	Missing
443305at33208a	Missing
443518at33208a	Missing
443659at33208a	Missing
443928at33208a	Complete	transcript_81157	385.8	455
444160at33208a	Missing
444231at33208a	Missing
445031at33208a	Missing
445034at33208a	Complete	transcript_86586	364.5	316
445091at33208a	Missing
446000at33208a	Duplicated	transcript_133050	274.6	252
446000at33208a	Duplicated	transcript_131737	241.6	226
446000at33208a	Duplicated	transcript_47165	238.8	271
446031at33208a	Missing
447320at33208a	Complete	transcript_133367	67.8	184
447400at33208a	Missing
448196at33208a	Missing
448514at33208a	Missing
449056at33208a	Missing
449139at33208a	Missing
449189at33208a	Duplicated	transcript_128202	453.7	395
449189at33208a	Duplicated	transcript_127889	453.6	395
449189at33208a	Duplicated	transcript_124277	453.2	395
450643at33208a	Missing
450785at33208a	Complete	transcript_134702	103.2	93
451242at33208a	Complete	transcript_135661	158.9	206
451957at33208a	Duplicated	transcript_126013	439.8	378
451957at33208a	Duplicated	transcript_47151	435.7	378
452208at33208a	Duplicated	transcript_131361	230.9	252
452208at33208a	Duplicated	transcript_132679	230.6	252
