# BUSCO version is: 4.0.6 
# The lineage dataset is: metazoa_odb10 (Creation date: 2019-11-20, number of species: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
130256at33208a	Duplicated	transcript_55176	257.5	425
130256at33208a	Duplicated	transcript_65043	256.2	411
130256at33208a	Duplicated	transcript_70201	248.0	367
131349at33208a	Missing
131848at33208a	Missing
132087at33208a	Complete	transcript_14309	506.5	731
134492at33208a	Duplicated	transcript_24230	839.3	869
134492at33208a	Duplicated	transcript_26214	816.7	827
134492at33208a	Duplicated	transcript_28104	811.6	826
135294at33208a	Missing
137383at33208a	Missing
139188at33208a	Duplicated	transcript_37553	569.2	600
139188at33208a	Duplicated	transcript_34421	568.8	600
139188at33208a	Duplicated	transcript_40176	568.6	599
143619at33208a	Duplicated	transcript_57383	260.2	290
143619at33208a	Duplicated	transcript_53906	259.9	290
143619at33208a	Duplicated	transcript_49847	259.5	290
143997at33208a	Complete	transcript_53789	335.4	388
146671at33208a	Duplicated	transcript_30273	741.6	595
146671at33208a	Duplicated	transcript_40495	730.6	509
147873at33208a	Duplicated	transcript_44084	827.3	578
147873at33208a	Duplicated	transcript_43338	827.2	578
147873at33208a	Duplicated	transcript_45809	817.6	565
148067at33208a	Duplicated	transcript_56722	221.3	422
148067at33208a	Duplicated	transcript_55110	221.1	422
148067at33208a	Duplicated	transcript_51057	220.6	422
148325at33208a	Duplicated	transcript_42296	274.7	283
148325at33208a	Duplicated	transcript_42336	271.9	301
152327at33208a	Duplicated	transcript_64548	317.2	351
152327at33208a	Duplicated	transcript_58170	316.5	351
152327at33208a	Duplicated	transcript_55084	316.2	351
152977at33208a	Duplicated	transcript_41381	419.1	471
152977at33208a	Duplicated	transcript_48505	369.3	395
153034at33208a	Duplicated	transcript_48202	635.3	545
153034at33208a	Duplicated	transcript_45151	635.0	545
153034at33208a	Duplicated	transcript_48958	633.6	501
157109at33208a	Missing
157138at33208a	Missing
158845at33208a	Duplicated	transcript_50561	202.7	401
158845at33208a	Duplicated	transcript_48785	202.6	402
158845at33208a	Duplicated	transcript_44638	202.2	402
158962at33208a	Complete	transcript_46794	587.2	532
162821at33208a	Missing
164767at33208a	Missing
166097at33208a	Duplicated	transcript_57989	671.2	491
166097at33208a	Duplicated	transcript_54760	670.9	491
166097at33208a	Duplicated	transcript_53942	670.8	491
168850at33208a	Duplicated	transcript_33759	641.1	506
168850at33208a	Duplicated	transcript_38693	639.5	488
168924at33208a	Missing
169864at33208a	Complete	transcript_48322	261.9	468
172677at33208a	Missing
176247at33208a	Complete	transcript_60183	338.5	323
177718at33208a	Duplicated	transcript_64953	303.9	392
177718at33208a	Duplicated	transcript_54704	302.7	392
177718at33208a	Duplicated	transcript_45535	301.8	392
177858at33208a	Missing
178537at33208a	Duplicated	transcript_61399	932.0	465
178537at33208a	Duplicated	transcript_36325	930.3	465
179485at33208a	Missing
180808at33208a	Complete	transcript_59862	734.5	480
182834at33208a	Duplicated	transcript_55638	406.0	494
182834at33208a	Duplicated	transcript_51360	405.4	494
182834at33208a	Duplicated	transcript_65168	404.8	428
184508at33208a	Duplicated	transcript_49083	445.8	314
184508at33208a	Duplicated	transcript_40439	445.0	314
184508at33208a	Duplicated	transcript_56777	444.7	308
184717at33208a	Complete	transcript_37719	889.7	517
186208at33208a	Duplicated	transcript_28520	995.1	701
186208at33208a	Duplicated	transcript_27796	995.0	701
186208at33208a	Duplicated	transcript_26593	994.8	701
186707at33208a	Duplicated	transcript_47707	191.6	477
186707at33208a	Duplicated	transcript_38430	190.3	476
187280at33208a	Duplicated	transcript_44450	712.2	517
187280at33208a	Duplicated	transcript_43491	712.0	517
187280at33208a	Duplicated	transcript_42096	711.8	517
189414at33208a	Duplicated	transcript_38275	110.8	333
189414at33208a	Duplicated	transcript_37247	110.8	333
189414at33208a	Duplicated	transcript_35231	110.7	333
190726at33208a	Duplicated	transcript_61719	520.2	393
190726at33208a	Duplicated	transcript_48587	518.9	393
190726at33208a	Duplicated	transcript_37039	517.7	393
191938at33208a	Complete	transcript_51744	164.9	349
192250at33208a	Duplicated	transcript_65140	337.5	285
192250at33208a	Duplicated	transcript_60803	337.1	285
192250at33208a	Duplicated	transcript_68289	291.9	254
194754at33208a	Duplicated	transcript_36038	1055.0	773
194754at33208a	Duplicated	transcript_31465	1054.5	773
194754at33208a	Duplicated	transcript_31112	1054.4	773
195986at33208a	Missing
196950at33208a	Complete	transcript_21857	322.1	470
197549at33208a	Missing
197652at33208a	Missing
200997at33208a	Missing
201397at33208a	Missing
202545at33208a	Complete	transcript_55543	375.0	309
203128at33208a	Missing
203698at33208a	Missing
205220at33208a	Complete	transcript_32894	635.2	636
206786at33208a	Missing
206858at33208a	Missing
207599at33208a	Missing
208219at33208a	Missing
210614at33208a	Missing
212972at33208a	Missing
214788at33208a	Duplicated	transcript_40066	489.7	518
214788at33208a	Duplicated	transcript_35863	489.3	518
214788at33208a	Duplicated	transcript_34493	489.2	518
215654at33208a	Duplicated	transcript_61655	539.3	409
215654at33208a	Duplicated	transcript_67213	512.6	382
216257at33208a	Missing
216563at33208a	Fragmented	transcript_65460	61.5	133
218441at33208a	Complete	transcript_41065	228.2	252
219795at33208a	Missing
219856at33208a	Duplicated	transcript_48391	598.4	394
219856at33208a	Duplicated	transcript_26747	598.3	394
222489at33208a	Missing
223234at33208a	Missing
224280at33208a	Duplicated	transcript_62400	776.4	439
224280at33208a	Duplicated	transcript_36517	774.7	439
224280at33208a	Duplicated	transcript_40650	704.2	405
226335at33208a	Duplicated	transcript_71360	579.3	364
226335at33208a	Duplicated	transcript_70011	579.1	364
226941at33208a	Missing
227087at33208a	Fragmented	transcript_16916	108.5	127
227453at33208a	Complete	transcript_47813	230.5	309
227979at33208a	Missing
231157at33208a	Duplicated	transcript_50032	481.3	424
231157at33208a	Duplicated	transcript_21998	478.9	429
231700at33208a	Complete	transcript_24313	156.2	367
234290at33208a	Duplicated	transcript_25952	477.1	470
234290at33208a	Duplicated	transcript_23242	467.5	470
234290at33208a	Duplicated	transcript_54094	441.4	470
235149at33208a	Complete	transcript_64442	268.6	340
235430at33208a	Missing
235458at33208a	Duplicated	transcript_60028	321.3	371
235458at33208a	Duplicated	transcript_57281	321.2	371
235458at33208a	Duplicated	transcript_55925	321.1	371
239016at33208a	Missing
239149at33208a	Missing
239597at33208a	Duplicated	transcript_50193	351.3	496
239597at33208a	Duplicated	transcript_53986	344.7	493
240437at33208a	Missing
244863at33208a	Duplicated	transcript_41598	338.7	463
244863at33208a	Duplicated	transcript_40471	338.5	463
244863at33208a	Duplicated	transcript_44810	309.9	447
245482at33208a	Duplicated	transcript_65049	454.5	391
245482at33208a	Duplicated	transcript_69518	399.3	358
245567at33208a	Complete	transcript_51662	419.1	370
246241at33208a	Missing
247183at33208a	Complete	transcript_28052	763.4	594
247905at33208a	Missing
249486at33208a	Missing
251076at33208a	Duplicated	transcript_44875	535.4	307
251076at33208a	Duplicated	transcript_43371	535.4	307
251577at33208a	Duplicated	transcript_26865	124.5	176
251577at33208a	Duplicated	transcript_10833	123.7	176
255117at33208a	Missing
255242at33208a	Complete	transcript_46969	186.8	229
255924at33208a	Duplicated	transcript_46068	581.7	438
255924at33208a	Duplicated	transcript_53182	508.2	398
257141at33208a	Missing
257339at33208a	Duplicated	transcript_70096	211.9	303
257339at33208a	Duplicated	transcript_17905	210.1	289
259581at33208a	Duplicated	transcript_46596	100.6	299
259581at33208a	Duplicated	transcript_44394	100.3	299
259581at33208a	Duplicated	transcript_43227	100.2	299
260752at33208a	Missing
261284at33208a	Duplicated	transcript_40418	314.3	484
261284at33208a	Duplicated	transcript_38044	313.9	484
261284at33208a	Duplicated	transcript_29203	312.8	484
261614at33208a	Missing
262757at33208a	Missing
266460at33208a	Duplicated	transcript_44975	514.7	466
266460at33208a	Duplicated	transcript_42089	514.4	466
266460at33208a	Duplicated	transcript_48444	505.4	431
266469at33208a	Missing
266808at33208a	Duplicated	transcript_71409	520.0	351
266808at33208a	Duplicated	transcript_71580	519.9	351
267439at33208a	Missing
268134at33208a	Duplicated	transcript_69134	298.6	255
268134at33208a	Duplicated	transcript_69362	298.6	255
268134at33208a	Duplicated	transcript_67355	298.5	255
268397at33208a	Missing
270594at33208a	Duplicated	transcript_50968	521.8	519
270594at33208a	Duplicated	transcript_50739	521.7	509
270594at33208a	Duplicated	transcript_47460	521.5	519
271297at33208a	Missing
271742at33208a	Complete	transcript_41268	390.1	337
272605at33208a	Missing
273040at33208a	Duplicated	transcript_56143	155.7	110
273040at33208a	Duplicated	transcript_50805	155.6	110
273367at33208a	Missing
273989at33208a	Complete	transcript_63160	486.3	475
274044at33208a	Fragmented	transcript_24177	95.2	187
274064at33208a	Complete	transcript_71130	219.6	294
274769at33208a	Complete	transcript_52106	453.2	375
274992at33208a	Duplicated	transcript_50774	631.3	356
274992at33208a	Duplicated	transcript_50215	631.2	356
274992at33208a	Duplicated	transcript_49577	631.2	356
277935at33208a	Duplicated	transcript_32636	342.8	552
277935at33208a	Duplicated	transcript_28863	342.0	552
277935at33208a	Duplicated	transcript_37195	336.3	520
278227at33208a	Duplicated	transcript_69443	374.8	366
278227at33208a	Duplicated	transcript_63392	374.0	366
279631at33208a	Missing
279992at33208a	Duplicated	transcript_37033	276.0	307
279992at33208a	Duplicated	transcript_34813	275.8	307
279992at33208a	Duplicated	transcript_30291	275.6	307
280914at33208a	Missing
281304at33208a	Missing
281693at33208a	Missing
283637at33208a	Complete	transcript_73156	570.1	357
284059at33208a	Missing
285146at33208a	Complete	transcript_65669	305.6	303
285902at33208a	Duplicated	transcript_63532	221.4	333
285902at33208a	Duplicated	transcript_54543	219.8	333
285902at33208a	Duplicated	transcript_73785	214.5	296
285966at33208a	Missing
286553at33208a	Missing
289235at33208a	Missing
289928at33208a	Duplicated	transcript_57325	257.8	344
289928at33208a	Duplicated	transcript_64905	239.2	314
291505at33208a	Duplicated	transcript_49007	471.7	464
291505at33208a	Duplicated	transcript_52275	467.6	435
291505at33208a	Duplicated	transcript_55014	439.6	406
291875at33208a	Missing
295556at33208a	Missing
295775at33208a	Complete	transcript_68158	213.2	225
300303at33208a	Duplicated	transcript_48623	208.4	394
300303at33208a	Duplicated	transcript_47738	208.3	394
300303at33208a	Duplicated	transcript_51097	205.6	372
301572at33208a	Complete	transcript_43045	505.2	393
302186at33208a	Duplicated	transcript_40492	106.0	229
302186at33208a	Duplicated	transcript_37526	105.7	229
302279at33208a	Missing
302921at33208a	Missing
303117at33208a	Missing
304388at33208a	Duplicated	transcript_74080	213.0	317
304388at33208a	Duplicated	transcript_72668	212.8	317
304388at33208a	Duplicated	transcript_53541	211.4	273
305260at33208a	Duplicated	transcript_69176	517.6	367
305260at33208a	Duplicated	transcript_24562	504.8	352
306101at33208a	Missing
307109at33208a	Duplicated	transcript_70109	396.0	335
307109at33208a	Duplicated	transcript_67271	395.7	335
307109at33208a	Duplicated	transcript_71134	381.3	320
308610at33208a	Duplicated	transcript_66372	501.8	363
308610at33208a	Duplicated	transcript_65407	501.6	363
308610at33208a	Duplicated	transcript_61302	501.4	363
311438at33208a	Missing
311758at33208a	Missing
311761at33208a	Duplicated	transcript_42799	205.1	402
311761at33208a	Duplicated	transcript_39945	203.9	402
312577at33208a	Missing
313091at33208a	Missing
315044at33208a	Duplicated	transcript_66530	503.4	432
315044at33208a	Duplicated	transcript_52434	466.8	335
315044at33208a	Duplicated	transcript_50761	459.8	377
315393at33208a	Complete	transcript_72616	225.0	267
317470at33208a	Complete	transcript_65491	333.7	291
318483at33208a	Complete	transcript_59414	303.9	319
318532at33208a	Duplicated	transcript_63860	595.3	336
318532at33208a	Duplicated	transcript_61057	595.1	336
318532at33208a	Duplicated	transcript_67157	564.7	321
319574at33208a	Duplicated	transcript_56863	236.0	240
319574at33208a	Duplicated	transcript_25810	234.5	240
319574at33208a	Duplicated	transcript_58073	201.6	235
320390at33208a	Duplicated	transcript_30612	240.7	463
320390at33208a	Duplicated	transcript_22553	239.2	463
321332at33208a	Duplicated	transcript_50932	138.2	351
321332at33208a	Duplicated	transcript_49822	138.1	351
323399at33208a	Missing
323473at33208a	Missing
324249at33208a	Duplicated	transcript_65867	142.8	293
324249at33208a	Duplicated	transcript_63417	142.5	293
325183at33208a	Complete	transcript_67270	573.3	345
327301at33208a	Missing
331112at33208a	Missing
331186at33208a	Missing
332870at33208a	Complete	transcript_71162	162.0	200
333062at33208a	Complete	transcript_63634	413.4	324
333800at33208a	Duplicated	transcript_23836	331.9	540
333800at33208a	Duplicated	transcript_39573	293.6	435
334272at33208a	Missing
334331at33208a	Duplicated	transcript_40684	435.6	473
334331at33208a	Duplicated	transcript_45029	434.0	488
334336at33208a	Complete	transcript_32350	427.5	456
334342at33208a	Missing
334764at33208a	Missing
334820at33208a	Missing
335107at33208a	Duplicated	transcript_30871	212.8	249
335107at33208a	Duplicated	transcript_29876	212.4	249
336647at33208a	Missing
338191at33208a	Duplicated	transcript_54192	719.8	482
338191at33208a	Duplicated	transcript_59206	645.1	445
338482at33208a	Missing
339127at33208a	Missing
339319at33208a	Complete	transcript_44504	125.1	221
340558at33208a	Duplicated	transcript_70629	233.0	299
340558at33208a	Duplicated	transcript_72015	230.1	269
340577at33208a	Complete	transcript_38811	361.3	481
344338at33208a	Duplicated	transcript_69236	347.7	308
344338at33208a	Duplicated	transcript_61664	347.2	308
344338at33208a	Duplicated	transcript_56892	346.9	308
344346at33208a	Duplicated	transcript_64926	122.7	274
344346at33208a	Duplicated	transcript_58141	121.8	274
344442at33208a	Missing
344581at33208a	Complete	transcript_69148	313.6	243
344611at33208a	Duplicated	transcript_73733	84.7	242
344611at33208a	Duplicated	transcript_72928	84.7	242
345099at33208a	Missing
345959at33208a	Complete	transcript_69639	70.1	164
346541at33208a	Missing
347600at33208a	Duplicated	transcript_53486	416.8	270
347600at33208a	Duplicated	transcript_40708	416.1	269
348449at33208a	Duplicated	transcript_72432	233.9	304
348449at33208a	Duplicated	transcript_71380	233.7	306
348449at33208a	Duplicated	transcript_70820	233.6	306
348544at33208a	Duplicated	transcript_66234	319.4	295
348544at33208a	Duplicated	transcript_63225	319.0	295
348544at33208a	Duplicated	transcript_60552	319.0	295
348761at33208a	Missing
349064at33208a	Complete	transcript_30275	301.8	267
349627at33208a	Missing
351226at33208a	Missing
352600at33208a	Missing
352854at33208a	Duplicated	transcript_54777	492.1	356
352854at33208a	Duplicated	transcript_52331	492.0	356
352854at33208a	Duplicated	transcript_61813	486.6	358
353286at33208a	Fragmented	transcript_58639	243.8	218
353768at33208a	Missing
354829at33208a	Missing
354949at33208a	Missing
355210at33208a	Missing
355739at33208a	Missing
356175at33208a	Missing
356334at33208a	Missing
356503at33208a	Duplicated	transcript_71729	344.3	300
356503at33208a	Duplicated	transcript_22419	339.0	310
357580at33208a	Missing
359075at33208a	Missing
359324at33208a	Complete	transcript_76249	216.4	211
359369at33208a	Missing
359532at33208a	Missing
360379at33208a	Missing
360753at33208a	Duplicated	transcript_76059	295.7	232
360753at33208a	Duplicated	transcript_73506	294.7	232
361100at33208a	Complete	transcript_72743	287.1	260
361203at33208a	Duplicated	transcript_67358	374.2	386
361203at33208a	Duplicated	transcript_25053	371.4	386
361216at33208a	Missing
363634at33208a	Complete	transcript_71837	116.0	182
363840at33208a	Missing
363851at33208a	Duplicated	transcript_64052	299.4	294
363851at33208a	Duplicated	transcript_62733	299.3	294
363851at33208a	Duplicated	transcript_62790	299.2	294
364383at33208a	Duplicated	transcript_67820	416.8	317
364383at33208a	Duplicated	transcript_65086	416.5	317
364383at33208a	Duplicated	transcript_64145	416.4	317
364694at33208a	Missing
365323at33208a	Missing
365561at33208a	Missing
365691at33208a	Complete	transcript_39209	131.1	216
366124at33208a	Complete	transcript_75687	203.8	222
366814at33208a	Missing
366936at33208a	Complete	transcript_68038	425.7	217
367493at33208a	Complete	transcript_66294	221.4	294
367551at33208a	Missing
367596at33208a	Fragmented	transcript_24464	242.3	319
367957at33208a	Missing
368565at33208a	Duplicated	transcript_66881	501.7	329
368565at33208a	Duplicated	transcript_60277	501.3	329
368565at33208a	Duplicated	transcript_57866	501.2	329
368670at33208a	Missing
368875at33208a	Missing
371241at33208a	Complete	transcript_66014	205.3	175
371297at33208a	Complete	transcript_74324	534.6	328
371526at33208a	Duplicated	transcript_67835	319.2	177
371526at33208a	Duplicated	transcript_33214	317.9	177
372257at33208a	Complete	transcript_70677	47.0	160
372707at33208a	Missing
373040at33208a	Fragmented	transcript_49157	343.7	194
376982at33208a	Complete	transcript_75304	457.6	251
378033at33208a	Duplicated	transcript_54865	272.8	358
378033at33208a	Duplicated	transcript_51929	272.5	358
378033at33208a	Duplicated	transcript_48594	272.3	358
378316at33208a	Complete	transcript_5131	237.7	279
378768at33208a	Complete	transcript_10988	467.0	260
378913at33208a	Duplicated	transcript_75199	187.0	149
378913at33208a	Duplicated	transcript_72064	186.6	149
378913at33208a	Duplicated	transcript_72721	185.5	176
379076at33208a	Missing
379636at33208a	Duplicated	transcript_68493	282.7	278
379636at33208a	Duplicated	transcript_67490	282.5	278
379636at33208a	Duplicated	transcript_70114	245.4	238
379771at33208a	Missing
380583at33208a	Duplicated	transcript_72541	379.0	271
380583at33208a	Duplicated	transcript_37229	377.0	271
381303at33208a	Fragmented	transcript_71036	55.4	157
382000at33208a	Complete	transcript_64969	107.6	246
382262at33208a	Missing
382750at33208a	Duplicated	transcript_61880	302.4	319
382750at33208a	Duplicated	transcript_60629	302.4	319
382750at33208a	Duplicated	transcript_33204	300.3	319
383313at33208a	Missing
384187at33208a	Missing
386666at33208a	Missing
387079at33208a	Missing
387117at33208a	Missing
387878at33208a	Missing
389367at33208a	Missing
389527at33208a	Duplicated	transcript_40615	603.7	574
389527at33208a	Duplicated	transcript_40230	603.7	574
389527at33208a	Duplicated	transcript_36769	603.2	574
389570at33208a	Complete	transcript_65066	404.1	321
389591at33208a	Missing
390192at33208a	Missing
390402at33208a	Duplicated	transcript_73105	278.1	235
390402at33208a	Duplicated	transcript_70637	277.7	235
391896at33208a	Duplicated	transcript_65368	410.0	262
391896at33208a	Duplicated	transcript_60998	409.9	262
391896at33208a	Duplicated	transcript_58362	409.7	262
393219at33208a	Complete	transcript_74330	95.8	290
393291at33208a	Missing
393419at33208a	Complete	transcript_55273	337.8	303
393895at33208a	Duplicated	transcript_59999	551.3	424
393895at33208a	Duplicated	transcript_56149	551.0	424
393895at33208a	Duplicated	transcript_63176	550.9	423
395147at33208a	Missing
395183at33208a	Complete	transcript_73956	292.4	173
395556at33208a	Duplicated	transcript_29131	206.0	189
395556at33208a	Duplicated	transcript_41011	205.3	189
395919at33208a	Missing
395948at33208a	Missing
396237at33208a	Missing
397019at33208a	Missing
397659at33208a	Complete	transcript_60078	115.8	297
398013at33208a	Complete	transcript_4161	426.4	279
398202at33208a	Missing
398607at33208a	Missing
399092at33208a	Complete	transcript_68002	227.2	183
399439at33208a	Missing
400042at33208a	Missing
401196at33208a	Fragmented	transcript_24626	56.2	97
401220at33208a	Duplicated	transcript_67626	195.1	358
401220at33208a	Duplicated	transcript_52265	193.5	344
401220at33208a	Duplicated	transcript_43880	192.1	396
401679at33208a	Missing
401779at33208a	Complete	transcript_51604	379.1	264
403171at33208a	Missing
403817at33208a	Complete	transcript_75083	41.6	91
404988at33208a	Missing
405257at33208a	Duplicated	transcript_57168	224.6	358
405257at33208a	Duplicated	transcript_35257	222.1	358
406927at33208a	Complete	transcript_76275	136.0	158
407472at33208a	Duplicated	transcript_61580	396.7	479
407472at33208a	Duplicated	transcript_60303	396.5	479
407472at33208a	Duplicated	transcript_66217	379.3	474
409006at33208a	Complete	transcript_73309	273.3	260
409186at33208a	Duplicated	transcript_60842	175.6	452
409186at33208a	Duplicated	transcript_65715	168.7	386
411515at33208a	Missing
411664at33208a	Complete	transcript_71509	43.7	178
411755at33208a	Missing
412370at33208a	Missing
412542at33208a	Duplicated	transcript_73802	262.6	200
412542at33208a	Duplicated	transcript_64006	261.9	200
412542at33208a	Duplicated	transcript_55244	261.4	200
412930at33208a	Missing
413334at33208a	Missing
414001at33208a	Missing
414571at33208a	Complete	transcript_52362	349.8	217
414579at33208a	Missing
414603at33208a	Missing
415618at33208a	Missing
416175at33208a	Complete	transcript_74917	260.9	242
418979at33208a	Duplicated	transcript_68352	210.6	145
418979at33208a	Duplicated	transcript_65095	210.3	145
418979at33208a	Duplicated	transcript_64607	210.3	145
419502at33208a	Complete	transcript_76725	223.8	212
419914at33208a	Duplicated	transcript_72722	175.7	327
419914at33208a	Duplicated	transcript_64935	174.4	327
419914at33208a	Duplicated	transcript_20804	159.9	291
421396at33208a	Duplicated	transcript_73987	339.8	239
421396at33208a	Duplicated	transcript_68898	337.4	239
421685at33208a	Complete	transcript_59372	130.3	206
421732at33208a	Fragmented	transcript_64771	150.2	225
422158at33208a	Missing
422751at33208a	Missing
423799at33208a	Missing
423848at33208a	Complete	transcript_74783	121.6	210
424392at33208a	Missing
424569at33208a	Duplicated	transcript_59615	256.8	159
424569at33208a	Duplicated	transcript_57133	256.7	159
424646at33208a	Missing
427349at33208a	Complete	transcript_59741	197.2	160
427789at33208a	Missing
428202at33208a	Duplicated	transcript_50037	492.4	353
428202at33208a	Duplicated	transcript_47546	492.3	353
428202at33208a	Duplicated	transcript_46743	492.2	353
428754at33208a	Missing
429011at33208a	Missing
429274at33208a	Complete	transcript_60569	168.5	190
429751at33208a	Fragmented	transcript_57103	111.4	231
430701at33208a	Missing
432050at33208a	Missing
432155at33208a	Fragmented	transcript_25394	97.3	86
432287at33208a	Missing
432522at33208a	Missing
433216at33208a	Missing
433606at33208a	Fragmented	transcript_62848	139.7	164
434068at33208a	Missing
434863at33208a	Complete	transcript_76022	294.7	255
435253at33208a	Missing
435678at33208a	Duplicated	transcript_57263	218.8	334
435678at33208a	Duplicated	transcript_54528	218.5	334
435921at33208a	Missing
435939at33208a	Complete	transcript_76320	169.2	164
436007at33208a	Duplicated	transcript_45598	544.2	415
436007at33208a	Duplicated	transcript_42033	543.9	415
436007at33208a	Duplicated	transcript_48540	540.5	413
436098at33208a	Missing
436539at33208a	Complete	transcript_76082	200.9	187
437653at33208a	Missing
438133at33208a	Duplicated	transcript_73890	476.5	302
438133at33208a	Duplicated	transcript_74823	476.1	302
438133at33208a	Duplicated	transcript_75449	474.5	290
438433at33208a	Duplicated	transcript_74960	123.2	193
438433at33208a	Duplicated	transcript_74523	123.1	193
438433at33208a	Duplicated	transcript_74551	108.4	227
438453at33208a	Complete	transcript_73986	326.6	261
439736at33208a	Missing
440195at33208a	Missing
440493at33208a	Duplicated	transcript_69109	149.9	221
440493at33208a	Duplicated	transcript_68397	149.8	221
440493at33208a	Duplicated	transcript_23562	146.6	221
441575at33208a	Missing
442169at33208a	Complete	transcript_74130	176.0	241
442203at33208a	Missing
442823at33208a	Missing
443305at33208a	Missing
443518at33208a	Missing
443659at33208a	Missing
443928at33208a	Missing
444160at33208a	Missing
444231at33208a	Missing
445031at33208a	Missing
445034at33208a	Missing
445091at33208a	Complete	transcript_74985	177.6	276
446000at33208a	Complete	transcript_71476	239.4	222
446031at33208a	Missing
447320at33208a	Missing
447400at33208a	Missing
448196at33208a	Missing
448514at33208a	Missing
449056at33208a	Complete	transcript_74322	209.5	171
449139at33208a	Duplicated	transcript_69171	312.2	315
449139at33208a	Duplicated	transcript_66101	311.9	315
449139at33208a	Duplicated	transcript_65024	311.8	315
449189at33208a	Duplicated	transcript_66220	463.0	393
449189at33208a	Duplicated	transcript_66313	463.0	393
449189at33208a	Duplicated	transcript_62673	462.2	393
450643at33208a	Missing
450785at33208a	Complete	transcript_57938	104.7	93
451242at33208a	Duplicated	transcript_72274	164.3	209
451242at33208a	Duplicated	transcript_70967	164.2	209
451242at33208a	Duplicated	transcript_21421	158.3	251
451957at33208a	Missing
452208at33208a	Complete	transcript_65859	229.8	212
452499at33208a	Missing
452574at33208a	Duplicated	transcript_59140	349.9	341
